GENESIS-Tabelle: 12411-0007
Bevölkerung: Deutschland, Stichtag, Altersjahre,;;;;;
Nationalität, Geschlecht/Familienstand;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;
Deutschland;;;;;
Bevölkerungsstand (Anzahl);;;;;
;;Deutsche;Deutsche;Ausländer;Ausländer
;;männlich;weiblich;männlich;weiblich
31.12.2014;12-Jährige;353844;335547;22588;21090
31.12.2014;13-Jährige;362751;343133;23238;21743
31.12.2014;14-Jährige;377114;358363;25191;23688
31.12.2014;15-Jährige;366139;346258;38380;35884
31.12.2014;16-Jährige;373459;354657;40903;36980
31.12.2014;17-Jährige;385223;366290;43008;38116
31.12.2014;18-Jährige;379780;360084;46741;39614
31.12.2014;19-Jährige;369180;350429;51840;43823
31.12.2014;20-Jährige;374207;355285;58509;51172
31.12.2014;21-Jährige;388065;369418;61970;55504
31.12.2014;22-Jährige;394332;377891;65492;58207
31.12.2014;23-Jährige;410914;393420;71076;63408
31.12.2014;24-Jährige;454990;434863;78349;69256
31.12.2014;25-Jährige;447577;429468;81289;72357
31.12.2014;26-Jährige;461896;441023;84831;74425
31.12.2014;27-Jährige;453335;432830;84004;74192
31.12.2014;28-Jährige;445064;428499;83012;74049
31.12.2014;29-Jährige;428432;413329;82581;74633
31.12.2014;30-Jährige;428154;412188;81771;75807
31.12.2014;31-Jährige;430463;415393;80410;76781
31.12.2014;32-Jährige;439675;425197;82622;79841
31.12.2014;33-Jährige;433875;423962;82226;81117
31.12.2014;34-Jährige;432193;424979;84666;82761
31.12.2014;35-Jährige;410800;403373;82086;81477
31.12.2014;36-Jährige;405752;398163;81305;80295
31.12.2014;37-Jährige;401980;394331;81662;79981
31.12.2014;38-Jährige;392625;387316;81012;79983
31.12.2014;39-Jährige;381005;374438;81218;79814
31.12.2014;40-Jährige;386083;382318;81594;80184
31.12.2014;41-Jährige;392830;388661;79053;78639
31.12.2014;42-Jährige;435638;429791;78428;76989
31.12.2014;43-Jährige;491456;483377;76517;74170
31.12.2014;44-Jährige;513223;506037;76322;72969
31.12.2014;45-Jährige;562127;552031;74388;68948
31.12.2014;46-Jährige;595449;584984;71845;65763
31.12.2014;47-Jährige;618845;609172;66591;60290
31.12.2014;48-Jährige;639366;628751;66179;59156
31.12.2014;49-Jährige;644106;631590;65300;57543
31.12.2014;50-Jährige;658264;648608;63257;55060
31.12.2014;51-Jährige;655611;648230;58880;50603
31.12.2014;52-Jährige;635104;630489;54261;48238
31.12.2014;53-Jährige;628853;627664;48128;43749
31.12.2014;54-Jährige;604529;604770;47917;44437
31.12.2014;55-Jährige;590701;591434;43295;40194
31.12.2014;56-Jährige;556169;558847;40949;38004
31.12.2014;57-Jährige;542056;548143;39544;36334
31.12.2014;58-Jährige;522776;532221;39818;37392
31.12.2014;59-Jährige;504898;516847;35527;37983
31.12.2014;60-Jährige;492863;510700;31577;37680
31.12.2014;61-Jährige;475419;496049;27979;36270
31.12.2014;62-Jährige;471772;493404;28571;37902
31.12.2014;63-Jährige;460871;485372;27404;34608
31.12.2014;64-Jährige;453881;480095;31792;38768
31.12.2014;65-Jährige;436356;463688;31859;35917
31.12.2014;66-Jährige;393908;420448;32374;33586
31.12.2014;67-Jährige;363365;396098;32333;31183
31.12.2014;68-Jährige;312225;344876;29318;27592
31.12.2014;69-Jährige;268739;305487;25492;24050
31.12.2014;70-Jährige;366391;415173;24354;21921
31.12.2014;71-Jährige;369846;422214;22801;19347
31.12.2014;72-Jährige;352271;407802;22730;18534
31.12.2014;73-Jährige;424375;501771;20525;16462
31.12.2014;74-Jährige;435380;526057;21187;17073
31.12.2014;75-Jährige;418265;516499;18708;14734
31.12.2014;76-Jährige;378172;474470;16821;13421
31.12.2014;77-Jährige;339937;437271;14184;11785
31.12.2014;78-Jährige;314436;417090;12069;9951
31.12.2014;79-Jährige;289078;394140;9835;8439
31.12.2014;80-Jährige;251304;355100;9115;7191
31.12.2014;81-Jährige;187015;275340;7643;6469
31.12.2014;82-Jährige;172584;265070;5819;5633
31.12.2014;83-Jährige;160754;258874;4529;4559
31.12.2014;84-Jährige;152485;258891;3866;4461
31.12.2014;85 Jahre und mehr;617996;1494797;13281;21522
31.12.2014;Insgesamt;35955242;37702521;3880215;3659559
31.12.2015;unter 1 Jahr;342649;325568;39902;36602
31.12.2015;1-Jährige;341718;324489;38383;35488
31.12.2015;2-Jährige;332705;315998;35081;31824
31.12.2015;3-Jährige;332139;315079;34623;31916
31.12.2015;4-Jährige;323872;308039;35221;32250
31.12.2015;5-Jährige;334334;318475;33564;30490
31.12.2015;6-Jährige;329979;313027;32295;29415
31.12.2015;7-Jährige;339157;322548;32221;29440
31.12.2015;8-Jährige;339779;321980;30722;27971
31.12.2015;9-Jährige;334022;316238;29717;26540
31.12.2015;10-Jährige;339214;322381;29125;25979
31.12.2015;11-Jährige;347214;329928;29852;26704
31.12.2015;12-Jährige;347695;330066;29671;26549
31.12.2015;13-Jährige;354402;336112;29836;25941
31.12.2015;14-Jährige;363408;343810;31551;26228
31.12.2015;15-Jährige;377894;359111;36536;28674
31.12.2015;16-Jährige;367587;347555;55682;40470
31.12.2015;17-Jährige;374876;356005;58571;41590
31.12.2015;18-Jährige;387036;368033;72496;45606
31.12.2015;19-Jährige;382101;362261;76691;51189
31.12.2015;20-Jährige;370566;351999;84211;58083
31.12.2015;21-Jährige;375181;356582;87464;63687
31.12.2015;22-Jährige;388748;370374;91219;67714
31.12.2015;23-Jährige;394970;378700;95334;71579
31.12.2015;24-Jährige;411486;394061;99389;76531
31.12.2015;25-Jährige;455184;434947;108910;82467
31.12.2015;26-Jährige;447538;429467;107901;84701
31.12.2015;27-Jährige;461631;440973;110247;86226
31.12.2015;28-Jährige;453282;432867;106369;84933
31.12.2015;29-Jährige;444969;428791;102684;83594
31.12.2015;30-Jährige;428559;413941;101705;84078
31.12.2015;31-Jährige;428405;413053;97806;84150
31.12.2015;32-Jährige;430868;416469;94845;84092
31.12.2015;33-Jährige;440278;426265;96067;86610
31.12.2015;34-Jährige;434571;425073;93965;87060
31.12.2015;35-Jährige;432973;426211;97598;89183
31.12.2015;36-Jährige;411460;404704;92521;87000
31.12.2015;37-Jährige;406418;399290;90833;85269
31.12.2015;38-Jährige;402836;395441;90382;84869
31.12.2015;39-Jährige;392959;388300;89300;84197
31.12.2015;40-Jährige;381506;375454;89358;84135
31.12.2015;41-Jährige;386333;383309;88905;84247
31.12.2015;42-Jährige;393133;389449;85475;82627
31.12.2015;43-Jährige;435761;430360;84673;80477
31.12.2015;44-Jährige;491238;483857;82426;77365
31.12.2015;45-Jährige;512899;506458;81949;76024
31.12.2015;46-Jährige;561522;552147;79457;71967
31.12.2015;47-Jährige;594538;584878;76547;68703
31.12.2015;48-Jährige;617696;608909;70667;62698
31.12.2015;49-Jährige;637805;628241;69465;61134
31.12.2015;50-Jährige;642253;630918;68205;59536
31.12.2015;51-Jährige;656177;647759;65764;56517
31.12.2015;52-Jährige;653094;647180;61133;52103
31.12.2015;53-Jährige;632374;629172;56274;49580
31.12.2015;54-Jährige;625762;626241;49791;44932
31.12.2015;55-Jährige;601108;603111;49447;45730
31.12.2015;56-Jährige;586929;589583;44245;41009
31.12.2015;57-Jährige;552369;556970;41954;38851
31.12.2015;58-Jährige;537769;546045;40184;36914
31.12.2015;59-Jährige;518189;530067;40297;37869
31.12.2015;60-Jährige;500068;514404;36012;38412
31.12.2015;61-Jährige;487640;507954;31744;37759
31.12.2015;62-Jährige;469974;493239;28061;36369
31.12.2015;63-Jährige;465647;490349;28404;37855
31.12.2015;64-Jährige;454554;482085;27154;34372
31.12.2015;65-Jährige;447119;476578;31317;38530
31.12.2015;66-Jährige;429515;459899;31086;35443
31.12.2015;67-Jährige;386990;416630;31638;33197
31.12.2015;68-Jährige;356588;392231;31605;30783
31.12.2015;69-Jährige;305811;341079;28653;27192
31.12.2015;70-Jährige;262663;301836;24855;23780
31.12.2015;71-Jährige;357674;409762;23722;21656
31.12.2015;72-Jährige;360328;416334;22142;19021
31.12.2015;73-Jährige;342609;401527;22017;18171
31.12.2015;74-Jährige;411549;493585;19812;16150
31.12.2015;75-Jährige;420722;516427;20410;16756
31.12.2015;76-Jährige;402965;505694;17918;14381
31.12.2015;77-Jährige;362924;463333;16119;13059
31.12.2015;78-Jährige;324751;425498;13543;11468
31.12.2015;79-Jährige;298833;403967;11484;9646
31.12.2015;80-Jährige;272469;379777;9230;8180
31.12.2015;81-Jährige;235066;340178;8502;6929
31.12.2015;82-Jährige;173229;261851;7144;6189
31.12.2015;83-Jährige;158264;250003;5450;5407
31.12.2015;84-Jährige;145925;242121;4198;4300
31.12.2015;85 Jahre und mehr;652983;1513088;15219;23501
31.12.2015;Insgesamt;35909978;37613748;4604145;4047813
31.12.2016;unter 1 Jahr;353889;337666;49675;47069
31.12.2016;1-Jährige;344568;327330;47131;43490
31.12.2016;2-Jährige;341977;324709;44879;41652
31.12.2016;3-Jährige;332675;316071;41049;37408
31.12.2016;4-Jährige;332128;315068;40617;37395
31.12.2016;5-Jährige;323652;307851;40831;37315
31.12.2016;6-Jährige;333915;318083;38876;35116
31.12.2016;7-Jährige;329862;312894;37658;34200
31.12.2016;8-Jährige;339289;322686;37637;34292
31.12.2016;9-Jährige;340116;322245;35354;32055
31.12.2016;10-Jährige;334250;316465;34394;30389
31.12.2016;11-Jährige;339466;322614;33309;29691
31.12.2016;12-Jährige;347486;330217;33752;29979
31.12.2016;13-Jährige;347975;330348;33768;29736
31.12.2016;14-Jährige;354717;336363;34405;28871
31.12.2016;15-Jährige;363815;344232;37551;29263
31.12.2016;16-Jährige;378470;359579;46706;32420
31.12.2016;17-Jährige;368500;348536;69171;43451
31.12.2016;18-Jährige;375620;357022;73080;46927
31.12.2016;19-Jährige;387662;369228;86823;54813
31.12.2016;20-Jährige;381661;362663;90354;62191
31.12.2016;21-Jährige;369377;351967;95099;67428
31.12.2016;22-Jährige;373518;356301;98699;71809
31.12.2016;23-Jährige;386370;369801;102526;77160
31.12.2016;24-Jährige;392348;378023;105978;80758
31.12.2016;25-Jährige;408528;393032;109307;85264
31.12.2016;26-Jährige;451635;433611;117983;90784
31.12.2016;27-Jährige;444262;428244;116299;92701
31.12.2016;28-Jährige;458471;439830;117691;92899
31.12.2016;29-Jährige;450270;432052;112659;91234
31.12.2016;30-Jährige;442185;428427;108074;89517
31.12.2016;31-Jährige;426133;413840;106854;89501
31.12.2016;32-Jährige;426009;413214;102077;88587
31.12.2016;33-Jährige;428897;416890;98272;88122
31.12.2016;34-Jährige;438427;426851;99252;89946
31.12.2016;35-Jährige;432940;425697;96647;90179
31.12.2016;36-Jährige;431309;426883;100132;92126
31.12.2016;37-Jährige;410060;405327;94857;89420
31.12.2016;38-Jährige;405029;399890;92836;87835
31.12.2016;39-Jährige;401595;396000;92201;87075
31.12.2016;40-Jährige;391629;388943;90960;86345
31.12.2016;41-Jährige;380296;375988;90948;85891
31.12.2016;42-Jährige;385202;383768;90180;86034
31.12.2016;43-Jährige;391932;389904;86858;84330
31.12.2016;44-Jährige;434393;430574;85959;81852
31.12.2016;45-Jährige;489521;483830;83600;78859
31.12.2016;46-Jährige;511106;506323;82942;77371
31.12.2016;47-Jährige;559283;551697;80159;73192
31.12.2016;48-Jährige;592105;584210;77549;69907
31.12.2016;49-Jährige;614988;608013;71490;63767
31.12.2016;50-Jährige;634767;627158;70075;61957
31.12.2016;51-Jährige;639032;629723;68736;60262
31.12.2016;52-Jährige;652727;646330;65849;57045
31.12.2016;53-Jährige;649336;645594;61222;52580
31.12.2016;54-Jährige;628366;627522;56142;49884
31.12.2016;55-Jährige;621372;624275;49596;45165
31.12.2016;56-Jährige;596716;600975;49403;46026
31.12.2016;57-Jährige;582114;587329;44043;41069
31.12.2016;58-Jährige;547473;554624;41718;38769
31.12.2016;59-Jährige;532472;543425;39840;36722
31.12.2016;60-Jährige;512748;527439;39726;37740
31.12.2016;61-Jährige;494615;511648;35396;38113
31.12.2016;62-Jährige;481799;504984;31238;37496
31.12.2016;63-Jährige;463642;490084;27463;35958
31.12.2016;64-Jährige;458974;486879;27856;37482
31.12.2016;65-Jährige;447471;478452;26388;33806
31.12.2016;66-Jährige;439685;472717;30385;37850
31.12.2016;67-Jährige;421865;455746;30165;34771
31.12.2016;68-Jährige;379702;412440;30806;32613
31.12.2016;69-Jährige;349375;388058;30766;30240
31.12.2016;70-Jährige;298852;336878;27774;26659
31.12.2016;71-Jährige;256317;297711;24079;23438
31.12.2016;72-Jährige;348388;403999;22933;21272
31.12.2016;73-Jährige;350370;410045;21359;18634
31.12.2016;74-Jährige;332417;394857;21225;17730
31.12.2016;75-Jährige;398206;484447;19038;15799
31.12.2016;76-Jährige;405573;506083;19536;16292
31.12.2016;77-Jährige;387341;494343;17126;13962
31.12.2016;78-Jährige;346891;451356;15324;12601
31.12.2016;79-Jährige;308880;412894;12765;11100
31.12.2016;80-Jährige;282616;389826;10813;9235
31.12.2016;81-Jährige;255599;364451;8629;7875
31.12.2016;82-Jährige;218666;324118;7942;6626
31.12.2016;83-Jährige;159503;247793;6636;5911
31.12.2016;84-Jährige;144112;234466;5025;5129
31.12.2016;85 Jahre und mehr;680161;1524341;17339;25098
31.12.2016;Insgesamt;35787654;37514010;4909464;4310525
31.12.2017;unter 1 Jahr;351799;334532;50770;47973
31.12.2017;1-Jährige;354556;338305;53209;50079
31.12.2017;2-Jährige;344842;327639;51081;47066
31.12.2017;3-Jährige;342186;324949;48598;45135
31.12.2017;4-Jährige;332825;316186;44352;40696
31.12.2017;5-Jährige;332213;315060;44158;40657
31.12.2017;6-Jährige;323527;307727;44071;40203
31.12.2017;7-Jährige;334033;318139;42114;38300
31.12.2017;8-Jährige;330151;313253;40645;37119
31.12.2017;9-Jährige;339728;323171;40778;37169
31.12.2017;10-Jährige;340589;322644;38118;34731
31.12.2017;11-Jährige;334769;316771;37187;33018
31.12.2017;12-Jährige;339828;323006;35978;32008
31.12.2017;13-Jährige;347925;330613;36185;32167
31.12.2017;14-Jährige;348405;330742;36275;31806
31.12.2017;15-Jährige;355221;336846;37136;31035
31.12.2017;16-Jährige;364388;344783;41220;31573
31.12.2017;17-Jährige;379208;360310;50224;34443
31.12.2017;18-Jährige;369324;349579;75406;47637
31.12.2017;19-Jährige;376653;358355;82532;54694
31.12.2017;20-Jährige;387797;370020;95717;64630
31.12.2017;21-Jährige;381320;363272;98385;71008
31.12.2017;22-Jährige;368718;352210;103608;75291
31.12.2017;23-Jährige;372565;356324;108195;81222
31.12.2017;24-Jährige;385311;369502;111460;85959
31.12.2017;25-Jährige;390922;377618;114245;88825
31.12.2017;26-Jährige;407028;392673;117251;92720
31.12.2017;27-Jährige;449910;433095;124960;97695
31.12.2017;28-Jährige;442827;428069;122631;99028
31.12.2017;29-Jährige;457067;439835;122981;98700
31.12.2017;30-Jährige;448924;432031;117521;96257
31.12.2017;31-Jährige;441045;428752;112305;93784
31.12.2017;32-Jährige;425240;414389;110502;93417
31.12.2017;33-Jährige;425384;413906;105546;92043
31.12.2017;34-Jährige;428286;417691;101944;91285
31.12.2017;35-Jährige;437718;427737;102110;92656
31.12.2017;36-Jährige;432386;426724;99502;92600
31.12.2017;37-Jährige;430814;427790;103169;94722
31.12.2017;38-Jährige;409626;406268;97491;91343
31.12.2017;39-Jährige;404563;400733;95414;89844
31.12.2017;40-Jährige;401140;396845;94578;88923
31.12.2017;41-Jährige;391231;389769;93490;88353
31.12.2017;42-Jährige;379898;376796;93172;87652
31.12.2017;43-Jährige;384838;384465;92473;87881
31.12.2017;44-Jährige;391444;390583;88962;85864
31.12.2017;45-Jährige;433740;430972;87687;83188
31.12.2017;46-Jährige;488447;484103;85503;80240
31.12.2017;47-Jährige;510004;506360;84679;78625
31.12.2017;48-Jährige;557816;551478;82037;74331
31.12.2017;49-Jährige;590348;583756;78966;71007
31.12.2017;50-Jährige;612910;607399;72805;64713
31.12.2017;51-Jährige;632295;626391;70985;62629
31.12.2017;52-Jährige;636268;628663;69315;60832
31.12.2017;53-Jährige;649581;645178;66337;57353
31.12.2017;54-Jährige;645898;644068;61595;52830
31.12.2017;55-Jährige;624719;625840;56522;50001
31.12.2017;56-Jährige;617336;622239;49767;45303
31.12.2017;57-Jährige;592426;598956;49579;46030
31.12.2017;58-Jährige;577434;585034;44207;40904
31.12.2017;59-Jährige;542643;552342;41661;38573
31.12.2017;60-Jährige;527435;540884;39561;36434
31.12.2017;61-Jährige;507359;524690;39331;37289
31.12.2017;62-Jährige;488804;508673;35038;37822
31.12.2017;63-Jährige;475741;501935;30612;37046
31.12.2017;64-Jährige;457165;486766;26944;35524
31.12.2017;65-Jährige;452293;483364;27093;36932
31.12.2017;66-Jährige;440151;474761;25549;33228
31.12.2017;67-Jährige;432180;468509;29615;37217
31.12.2017;68-Jährige;413995;451357;29373;34162
31.12.2017;69-Jährige;371980;408010;29922;32003
31.12.2017;70-Jährige;341859;383496;29813;29647
31.12.2017;71-Jährige;291632;332260;26905;26110
31.12.2017;72-Jährige;249593;293417;23340;22952
31.12.2017;73-Jährige;338640;397462;22126;20780
31.12.2017;74-Jährige;339980;403069;20604;18224
31.12.2017;75-Jährige;321674;387522;20402;17308
31.12.2017;76-Jährige;384100;474645;18278;15420
31.12.2017;77-Jährige;389520;494527;18725;15836
31.12.2017;78-Jährige;370708;481883;16329;13537
31.12.2017;79-Jährige;330184;438131;14515;12179
31.12.2017;80-Jährige;292426;398679;12010;10685
31.12.2017;81-Jährige;265468;374274;10129;8845
31.12.2017;82-Jährige;237904;347558;8080;7495
31.12.2017;83-Jährige;201539;306678;7432;6306
31.12.2017;84-Jährige;145520;232432;6161;5591
31.12.2017;85 Jahre und mehr;698558;1519570;19939;27406
31.12.2017;Insgesamt;35696445;37417038;5147120;4531748
31.12.2018;unter 1 Jahr;348453;331501;53629;50395
31.12.2018;1-Jährige;354138;336691;54223;51322
31.12.2018;2-Jährige;355048;338842;55930;52831
31.12.2018;3-Jährige;345080;327993;53863;49827
31.12.2018;4-Jährige;342422;325236;51311;47662
31.12.2018;5-Jährige;332955;316328;47144;43302
31.12.2018;6-Jährige;332124;315019;46757;42849
31.12.2018;7-Jährige;323628;307888;46564;42533
31.12.2018;8-Jährige;334362;318454;44754;40668
31.12.2018;9-Jährige;330576;313639;43311;39383
31.12.2018;10-Jährige;340046;323614;43295;39390
31.12.2018;11-Jährige;340979;323052;40602;36897
31.12.2018;12-Jährige;335110;317129;39469;35215
31.12.2018;13-Jährige;340144;323386;38224;34006
31.12.2018;14-Jährige;348344;331041;38217;34020
31.12.2018;15-Jährige;348864;331183;38574;33730
31.12.2018;16-Jährige;355857;337416;40077;33167
31.12.2018;17-Jährige;365073;345490;43796;33386
31.12.2018;18-Jährige;379892;361237;56036;38597
31.12.2018;19-Jährige;370567;351298;83963;55274
31.12.2018;20-Jährige;377356;359686;90611;64006
31.12.2018;21-Jährige;388175;371038;102882;72423
31.12.2018;22-Jährige;381365;364025;105681;78452
31.12.2018;23-Jährige;368573;352704;111793;83854
31.12.2018;24-Jährige;372235;356619;116341;89453
31.12.2018;25-Jährige;384861;369453;119099;93679
31.12.2018;26-Jährige;390457;377566;121435;95906
31.12.2018;27-Jährige;406438;392638;123578;99265
31.12.2018;28-Jährige;449363;433068;130615;103413
31.12.2018;29-Jährige;442282;428221;127808;104190
31.12.2018;30-Jährige;456703;440320;127495;103071
31.12.2018;31-Jährige;448660;432973;121599;100403
31.12.2018;32-Jährige;441013;429548;115938;97158
31.12.2018;33-Jährige;425430;415194;113514;96655
31.12.2018;34-Jährige;425461;414838;108268;94788
31.12.2018;35-Jährige;428277;418618;104517;93772
31.12.2018;36-Jährige;437793;428683;104260;94939
31.12.2018;37-Jährige;432439;427635;101724;94718
31.12.2018;38-Jährige;430596;428728;104844;96601
31.12.2018;39-Jährige;409596;407116;99271;93289
31.12.2018;40-Jährige;404545;401725;97302;91498
31.12.2018;41-Jährige;400938;397674;96471;90558
31.12.2018;42-Jährige;391074;390462;95121;89856
31.12.2018;43-Jährige;379664;377462;95034;89273
31.12.2018;44-Jährige;384630;385197;94179;89075
31.12.2018;45-Jährige;391043;391103;90302;87220
31.12.2018;46-Jährige;433191;431294;89207;84577
31.12.2018;47-Jährige;487521;484304;86787;81407
31.12.2018;48-Jährige;508980;506326;85803;79629
31.12.2018;49-Jährige;556442;551145;82941;75297
31.12.2018;50-Jährige;588592;583285;79912;71908
31.12.2018;51-Jährige;610800;606641;73428;65351
31.12.2018;52-Jährige;629880;625315;71412;63159
31.12.2018;53-Jährige;633486;627576;69622;61110
31.12.2018;54-Jährige;646368;643749;66722;57632
31.12.2018;55-Jährige;642307;642422;61670;52967
31.12.2018;56-Jährige;620920;623907;56619;50143
31.12.2018;57-Jährige;612788;620060;49856;45233
31.12.2018;58-Jährige;587810;596697;49272;45916
31.12.2018;59-Jährige;572481;582543;43951;40656
31.12.2018;60-Jährige;537585;549730;41104;38223
31.12.2018;61-Jährige;521917;538142;39032;36000
31.12.2018;62-Jährige;501552;521728;38793;36920
31.12.2018;63-Jährige;482491;505391;34457;37306
31.12.2018;64-Jährige;468959;498267;29835;36482
31.12.2018;65-Jährige;450291;483070;26128;34811
31.12.2018;66-Jährige;444954;479392;26123;36104
31.12.2018;67-Jährige;432362;470516;24721;32574
31.12.2018;68-Jährige;424052;463900;28821;36541
31.12.2018;69-Jährige;405714;446424;28468;33531
31.12.2018;70-Jährige;363837;403030;28994;31330
31.12.2018;71-Jährige;333696;378406;28859;29119
31.12.2018;72-Jährige;283808;327406;26047;25583
31.12.2018;73-Jährige;242562;288512;22494;22425
31.12.2018;74-Jährige;328291;390614;21298;20234
31.12.2018;75-Jährige;328663;395291;19805;17772
31.12.2018;76-Jährige;310254;379430;19528;16854
31.12.2018;77-Jährige;369001;463682;17470;14904
31.12.2018;78-Jährige;372696;481744;17803;15361
31.12.2018;79-Jährige;352939;467718;15452;13017
31.12.2018;80-Jährige;312423;423446;13670;11691
31.12.2018;81-Jährige;274737;383196;11238;10239
31.12.2018;82-Jährige;247402;357258;9454;8443
31.12.2018;83-Jährige;219738;329209;7477;7141
31.12.2018;84-Jährige;184128;287904;6857;5946
31.12.2018;85 Jahre und mehr;714443;1509830;23450;29786
31.12.2018;Insgesamt;35612690;37317231;5354001;4735291
31.12.2019;unter 1 Jahr;343429;326048;54131;51262
31.12.2019;1-Jährige;351062;334082;56148;52840
31.12.2019;2-Jährige;354783;337421;56792;53419
31.12.2019;3-Jährige;355500;339200;58088;55028
31.12.2019;4-Jährige;345478;328283;56298;52084
31.12.2019;5-Jährige;342496;325503;53672;49808
31.12.2019;6-Jährige;332972;316345;49310;45327
31.12.2019;7-Jährige;332350;315241;49185;45193
31.12.2019;8-Jährige;324094;308289;48779;44645
31.12.2019;9-Jährige;334964;318974;47021;42802
31.12.2019;10-Jährige;331044;314114;45625;41593
31.12.2019;11-Jährige;340551;324089;45509;41514
31.12.2019;12-Jährige;341539;323582;42773;38776
31.12.2019;13-Jährige;335631;317561;41490;37016
31.12.2019;14-Jährige;340669;323830;40320;35687
31.12.2019;15-Jährige;348941;331623;40420;35839
31.12.2019;16-Jährige;349472;331796;40986;35628
31.12.2019;17-Jährige;356576;338191;42336;34835
31.12.2019;18-Jährige;365774;346372;48866;37502
31.12.2019;19-Jährige;380601;362259;64874;46352
31.12.2019;20-Jährige;371330;352548;91395;63596
31.12.2019;21-Jährige;377746;360611;96903;70642
31.12.2019;22-Jährige;388359;371772;109270;78245
31.12.2019;23-Jährige;381406;364410;112779;85996
31.12.2019;24-Jährige;368345;352998;118964;91116
31.12.2019;25-Jährige;371893;356633;122438;96068
31.12.2019;26-Jährige;384380;369419;124556;99787
31.12.2019;27-Jährige;390114;377564;126157;101680
31.12.2019;28-Jährige;406244;392735;127649;103686
31.12.2019;29-Jährige;449037;433284;133514;107633
31.12.2019;30-Jährige;442255;428697;130608;107667
31.12.2019;31-Jährige;456788;441141;129451;106202
31.12.2019;32-Jährige;448793;433911;123372;102934
31.12.2019;33-Jährige;441303;430795;117336;99266
31.12.2019;34-Jährige;425800;416233;114559;98609
31.12.2019;35-Jährige;426004;416161;109448;96473
31.12.2019;36-Jährige;428563;419578;105057;95564
31.12.2019;37-Jährige;438034;429765;105035;96334
31.12.2019;38-Jährige;432734;428661;102206;95878
31.12.2019;39-Jährige;430968;429778;105072;97897
31.12.2019;40-Jährige;409838;408099;99532;94349
31.12.2019;41-Jährige;404484;402743;97783;92418
31.12.2019;42-Jährige;400963;398556;96620;91484
31.12.2019;43-Jährige;390991;391290;95724;90880
31.12.2019;44-Jährige;379563;378279;95436;89994
31.12.2019;45-Jährige;384429;385869;94320;89844
31.12.2019;46-Jährige;390903;391691;90525;87710
31.12.2019;47-Jährige;432692;431738;89247;85120
31.12.2019;48-Jährige;486702;484401;86670;81817
31.12.2019;49-Jährige;507977;506325;85475;79903
31.12.2019;50-Jährige;555096;550784;82649;75416
31.12.2019;51-Jährige;587012;582696;79388;71864
31.12.2019;52-Jährige;608719;605823;72904;65324
31.12.2019;53-Jährige;627527;624186;70831;63064
31.12.2019;54-Jährige;630691;626412;68954;60895
31.12.2019;55-Jährige;643159;642239;65986;57448
31.12.2019;56-Jährige;638710;640677;60942;52613
31.12.2019;57-Jährige;616993;621871;55772;49752
31.12.2019;58-Jährige;608395;617777;48870;44810
31.12.2019;59-Jährige;583252;594327;48311;45401
31.12.2019;60-Jährige;567349;579945;42873;39942
31.12.2019;61-Jährige;532534;547071;39965;37555
31.12.2019;62-Jährige;516375;535155;37882;35346
31.12.2019;63-Jährige;495557;518516;37614;36270
31.12.2019;64-Jährige;476001;502009;33303;36509
31.12.2019;65-Jährige;462125;494683;28515;35723
31.12.2019;66-Jährige;443243;479196;24862;33885
31.12.2019;67-Jährige;437223;475123;24999;35250
31.12.2019;68-Jährige;424419;466080;23800;31819
31.12.2019;69-Jährige;415614;459156;27727;35590
31.12.2019;70-Jährige;396862;441215;27379;32644
31.12.2019;71-Jährige;355402;397739;27828;30493
31.12.2019;72-Jährige;325284;373159;27762;28302
31.12.2019;73-Jährige;276078;322176;25000;24935
31.12.2019;74-Jährige;235088;283338;21597;21814
31.12.2019;75-Jährige;317478;383046;20387;19617
31.12.2019;76-Jährige;317223;387069;18887;17196
31.12.2019;77-Jährige;298480;371012;18525;16268
31.12.2019;78-Jährige;353432;451990;16579;14402
31.12.2019;79-Jährige;355237;467982;16802;14808
31.12.2019;80-Jährige;334817;452534;14539;12456
31.12.2019;81-Jährige;294346;407741;12764;11160
31.12.2019;82-Jährige;256964;366590;10452;9702
31.12.2019;83-Jährige;229361;339265;8741;7970
31.12.2019;84-Jährige;201478;309886;6828;6687
31.12.2019;85 Jahre und mehr;766586;1561059;26998;32211
31.12.2019;Insgesamt;35540674;37228015;5496939;4901083
__________
"Bis 1989: Früheres Bundesgebiet

Ab 2011: Ergebnisse auf Grundlage des Zensus 2011."
© Statistisches Bundesamt (Destatis), 2021
Stand: 06.02.2021 / 20:47:15
